frame_token,rank,share,nansen_label,insider_reviewed,entity_type,confidence,reason,insider_resolved,resolved_entity,resolved_source,resolved_identity,insider_traced,traced_source
GRASS,7,0.0171,,False,unlabeled,high,"Empty label, no attribution -> unlabeled retail.",False,unlabeled,v4_reviewed,Solana address (no label),False,v4_resolved
GRASS,8,0.0135,,False,unlabeled,high,"Empty label, no attribution -> unlabeled retail.",False,unlabeled,v4_reviewed,,False,v4_resolved
GRASS,9,0.0126,,False,unlabeled,high,"Empty label, no attribution -> unlabeled retail.",False,unlabeled,v4_reviewed,,False,v4_resolved
GRASS,10,0.0124,,False,unlabeled,high,"Empty label, no attribution -> unlabeled retail.",False,unlabeled,v4_reviewed,,False,v4_resolved
GRT,1,0.0794,Upbit [0x823fd1],False,exchange,high,"Upbit is a major South Korean centralized exchange; CEX wallet, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
GRT,2,0.055,Token Millionaire [0xfcb40a],False,retail,high,"Token Millionaire is a Nansen retail behavioral label, no project tie.",False,retail,v4_reviewed,,False,v4_resolved
GRT,3,0.0239,Token Millionaire [0x5b0a3c],False,retail,high,"Token Millionaire is a Nansen retail behavioral label, no project tie.",False,retail,v4_reviewed,,False,v4_resolved
GRT,4,0.0157,Luno: Wallet [0x3a5cc8],False,exchange,high,"Luno is a centralized exchange (DCG-owned); CEX wallet, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
GRT,5,0.0156,Coinbase Prime: Custody Wallet [0x5eb529],False,exchange,high,"Coinbase Prime custody = CEX custody wallet, explicitly not insider per rule.",False,exchange,v4_reviewed,,False,v4_resolved
GRT,6,0.0129,BTCTurk [0x76ec5a],False,exchange,high,"BTCTurk is a Turkish centralized exchange; CEX wallet, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
GRT,7,0.0118,Bithumb: Wallet [0xeb8ee0],False,exchange,high,"Bithumb is a major South Korean centralized exchange; CEX wallet, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
GRT,8,0.0101,Kraken [0x7dafba],False,exchange,high,"Kraken is a major centralized exchange; CEX wallet, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
GRT,9,0.0098,,False,unlabeled,high,"Empty label, unmatched in Nansen top set; unlabeled survivor treated as retail.",False,unlabeled,v4_reviewed,,False,v4_resolved
GRT,10,0.0095,The Graph: Multisig [0x8e1aff],True,multisig,high,"The Graph protocol multisig; team-controlled, protocol-attributed insider.",True,multisig,v4_reviewed,,True,v4_resolved
HNT,1,0.1243,Bybit: Hot Wallet [5LZkATrL],False,exchange,high,"Bybit centralized-exchange hot wallet; CEX custody, not project-controlled.",False,exchange,v4_reviewed,,False,v4_resolved
HNT,2,0.0876,Helium: HNT Distributor [4UiT93ty],False,protocol_contract,high,"Emissions/reward distributor contract for DePIN proof-of-coverage payouts; distributor carve-out, not a team treasury holding.",False,protocol_contract,v4_reviewed,,False,v4_resolved
HNT,3,0.0646,Helium [2AdZQmGi],True,treasury,medium,Wallet labeled with the bare project name (not a distributor/contract); project/foundation-controlled treasury-class holding by the Helium team.,True,insider,gapfill_resolved,Helium [2AdZQmGi],True,v4_resolved
HNT,4,0.0512,Crypto.com [22Wnk8Pw],False,exchange,high,Crypto.com centralized exchange custody wallet; not insider.,False,exchange,v4_reviewed,,False,v4_resolved
HNT,5,0.0386,Helium: HNT Distributor [73zsmmqC],False,protocol_contract,high,"Second emissions/reward distributor contract; distributor carve-out, not team treasury.",False,protocol_contract,v4_reviewed,,False,v4_resolved
HNT,6,0.0382,Binance US: Hot Wallet [53unSgGW],False,exchange,high,"Binance US CEX hot wallet; exchange custody, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
HNT,7,0.0327,Kraken [EFE3j1pc],False,exchange,high,Kraken centralized exchange wallet; not insider.,False,exchange,v4_reviewed,,False,v4_resolved
HNT,8,0.0275,,False,unlabeled,high,"No Nansen label; bare survivor low-balance now, treated as retail per unlabeled rule.",False,unlabeled,v4_reviewed,Solana address (no label),False,v4_resolved
HNT,9,0.0205,[8iQY3mJN],False,unlabeled,high,"Bracketed hex address only, no name or project tie; treated as unlabeled retail.",False,unlabeled,v4_reviewed,,False,v4_resolved
HNT,10,0.0168,,False,unlabeled,high,No Nansen label; unlabeled retail.,False,unlabeled,v4_reviewed,Solana address (no label),False,v4_resolved
HONEY,1,0.037,[FZ9diFCJ],False,unlabeled,high,"Bare bracketed hex address, no Nansen entity label; per rule unlabeled bare hex is retail/unlabeled, not insider.",False,unlabeled,v4_reviewed,,False,v4_resolved
HONEY,2,0.0346,[A6zNJCrS],False,unlabeled,high,"Bare bracketed hex address, no Nansen label; unlabeled survivor treated as retail, insider=false.",False,unlabeled,v4_reviewed,,False,v4_resolved
HONEY,3,0.0304,Hivemapper [8MgKUjhQ],True,treasury,high,"Wallet labeled with the protocol's own name (Hivemapper), no exchange/deposit suffix; a project-controlled treasury/team operating address for the HONEY-issuing protocol.",True,treasury,v4_reviewed,,True,v4_resolved
HONEY,4,0.0234,Hivemapper [EAmeyPtA],True,treasury,high,"Second wallet labeled with the bare protocol name Hivemapper; project-controlled treasury/team address, insider by team-custody.",True,treasury,v4_reviewed,,True,v4_resolved
HONEY,5,0.0222,[D99E2pr7],False,unlabeled,high,"Bare bracketed hex address with no entity attribution; unlabeled, treated as retail, insider=false.",False,unlabeled,v4_reviewed,,False,v4_resolved
HONEY,6,0.0221,Hivemapper: Deposit [HyW7x3gF],True,treasury,low,"Carries the protocol namespace prefix Hivemapper: and custodies HONEY for protocol operations/distribution; project-operated, leans team treasury, but the Deposit suffix is ambiguous (could be routing infrastructure), so low confidence.",False,exchange,gapfill_resolved,Hivemapper: Deposit [HyW7x3gF],False,v4_resolved
HONEY,7,0.0199,High Balance [Fe3XYFYa],False,retail,medium,"Generic Nansen heuristic label for a large-balance wallet with no entity/project attribution; a whale holder, not a protocol insider.",False,retail,v4_reviewed,,False,v4_resolved
HONEY,8,0.0193,Coinbase: Deposit [FsAA2JoV],False,exchange,high,"Coinbase deposit address; centralized-exchange wallet, explicitly not insider.",False,exchange,v4_reviewed,,False,v4_resolved
HONEY,9,0.0193,Coinbase: Deposit [3A6s38hS],False,exchange,high,"Coinbase deposit address; centralized-exchange wallet, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
HONEY,10,0.0187,Coinbase: Deposit [5YMPkRAQ],False,exchange,high,"Coinbase deposit address; centralized-exchange wallet, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
IO,1,0.0765,Token Millionaire [28SqbTKJ],False,retail,high,"Nansen generic balance-tier label (Token Millionaire); rule explicitly classifies as retail, no project tie.",False,retail,v4_reviewed,,False,v4_resolved
IO,2,0.0461,[6erNn9LP],False,unlabeled,high,Bare bracketed hex address with no Nansen label; unlabeled survivor treated as retail/non-insider.,False,unlabeled,v4_reviewed,,False,v4_resolved
IO,3,0.0398,Token Millionaire [Gm9t9T9m],False,retail,high,"Generic Token Millionaire balance-tier label; retail per rule, no team/treasury/investor signal.",False,retail,v4_reviewed,,False,v4_resolved
IO,4,0.0377,Token Millionaire [Fo7DTEWg],False,retail,high,"Generic Token Millionaire balance-tier label; retail per rule, no project tie.",False,retail,v4_reviewed,,False,v4_resolved
IO,5,0.0338,Token Millionaire [7oemYfuh],False,retail,high,Generic Token Millionaire balance-tier label; retail per rule.,False,retail,v4_reviewed,,False,v4_resolved
IO,6,0.0235,Token Millionaire [BB6toFFM],False,retail,high,Generic Token Millionaire balance-tier label; retail per rule.,False,retail,v4_reviewed,,False,v4_resolved
IO,7,0.0214,Token Millionaire [6FHTSZaY],False,retail,high,Generic Token Millionaire balance-tier label; retail per rule.,False,retail,v4_reviewed,,False,v4_resolved
IO,8,0.0206,Bithumb: Hot Wallet [8Mm46Csq],False,exchange,high,"Bithumb is a South Korean centralized exchange; hot wallet is custodial CEX infrastructure, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
IO,9,0.0198,[DZ2hv4ZE],False,unlabeled,high,Bare bracketed hex address with no Nansen label; unlabeled survivor treated as retail/non-insider.,False,unlabeled,v4_reviewed,,False,v4_resolved
IO,10,0.0183,Token Millionaire [8nxaFYPg],False,retail,high,"Generic Token Millionaire balance-tier label; retail per rule, no project tie.",False,retail,v4_reviewed,,False,v4_resolved
IOTX,1,0.0153,High Balance [0x476157],False,retail,medium,"Generic Nansen 'High Balance' behavioral tag; no protocol/team/investor attribution, treat as large retail holder.",False,retail,v4_reviewed,,False,v4_resolved
IOTX,2,0.015,IOTX Investment Recipient [0x58bc01],True,investor,high,'<TOKEN> Investment Recipient' label = project insider allocation to an IOTX investor; insider per rule.,True,investor,v4_reviewed,,True,v4_resolved
IOTX,3,0.0144,High Balance [0xcbe652],False,retail,medium,"Generic 'High Balance' tag with no project tie; large holder, not an identified insider entity.",False,retail,v4_reviewed,,False,v4_resolved
IOTX,4,0.0138,Coinbase Prime: Custody Wallet [0xc579ea],False,exchange,high,Coinbase Prime custody = centralized-exchange custody wallet; not protocol insider.,False,exchange,v4_reviewed,,False,v4_resolved
IOTX,5,0.012,Coinbase Prime: Custody Wallet [0x450e91],False,exchange,high,"Second Coinbase Prime custody wallet; centralized-exchange custody, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
IOTX,6,0.0102,High Balance [0xc59b96],False,retail,medium,Generic 'High Balance' behavioral tag; no protocol/team/investor attribution.,False,retail,v4_reviewed,,False,v4_resolved
IOTX,7,0.0101,High Balance [0x460829],False,retail,medium,Generic 'High Balance' tag; large holder with no project tie.,False,retail,v4_reviewed,,False,v4_resolved
IOTX,8,0.005,High Balance [0x244491],False,retail,medium,Generic 'High Balance' tag; no insider attribution.,False,retail,v4_reviewed,,False,v4_resolved
IOTX,9,0.0029,eToro: Wallet [0x77fb35],False,exchange,high,"eToro is a brokerage/exchange; 'eToro: Wallet' is exchange-controlled custody, not protocol insider.",False,exchange,v4_reviewed,,False,v4_resolved
IOTX,10,0.0021,machinefi.eth [0xfe7bcb],True,team,medium,machinefi.eth ENS maps to IoTeX's flagship MachineFi brand/MachineFi Lab (the core IoTeX dev entity); project-team-controlled wallet.,True,team,v4_reviewed,,True,v4_resolved
JUP,1,0.1945,Upbit [27b4PRN7],False,exchange,high,"Upbit is a major Korean centralized exchange; CEX wallet, not protocol insider.",False,exchange,v4_reviewed,,False,v4_resolved
JUP,2,0.0747,Backpack Exchange: Wallet [43DbAvKx],False,exchange,high,"Backpack Exchange is a centralized exchange; exchange wallet, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
JUP,3,0.0434,Bybit: Hot Wallet [Gem2VAyp],False,exchange,high,"Bybit is a major CEX; hot wallet holding customer assets, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
JUP,4,0.0378,Jupiter: USDC-jupSOL Supply Vault [7s1da8Dd],False,protocol_contract,medium,"Jupiter lending Supply Vault aggregates user-supplied USDC liquidity (jupSOL market), a DeFi protocol contract holding user deposits, not team treasury custody.",False,protocol_contract,gapfill_resolved,Jupiter: USDC-jupSOL Supply Vault,False,v4_resolved
JUP,5,0.0265,[6QqVvibp],False,unlabeled,low,Bare bracketed hex address with no Nansen attribution; treat as unlabeled/retail.,False,unlabeled,v4_reviewed,[6QqVvibp],False,v4_resolved
JUP,6,0.0218,,False,unlabeled,low,"Empty label, no Nansen attribution; unlabeled survivor, default retail.",False,unlabeled,v4_reviewed,Solana address (no label),False,v4_resolved
JUP,7,0.0193,,False,unlabeled,low,"Empty label, no Nansen attribution; unlabeled survivor, default retail.",False,unlabeled,v4_reviewed,Solana address (no label),False,v4_resolved
JUP,8,0.0173,,False,unlabeled,low,"Empty label, no Nansen attribution; unlabeled survivor, default retail.",False,unlabeled,v4_reviewed,Solana address (no label),False,v4_resolved
JUP,9,0.0147,,False,unlabeled,low,"Empty label, no Nansen attribution; unlabeled survivor, default retail.",False,unlabeled,v4_reviewed,,False,v4_resolved
JUP,10,0.0143,,False,unlabeled,low,"Empty label, no Nansen attribution; unlabeled survivor, default retail.",False,unlabeled,v4_reviewed,,False,v4_resolved
LDO,1,0.0154,OKX: Deposit [0x611f7b],False,exchange,high,"OKX centralized-exchange deposit wallet; user-deposit address, not project-controlled.",False,exchange,v4_reviewed,,False,v4_resolved
LDO,2,0.0142,Wintermute [0x39df74],False,market_maker,high,"Wintermute is a major market maker / trading desk; no evidence of LDO project-seeding, so not insider.",False,market_maker,v4_reviewed,,False,v4_resolved
LDO,3,0.0105,Lido DAO: Multisig [0xed3d9b],True,multisig,high,Lido DAO's own governance multisig; team/DAO-controlled treasury control surface.,True,multisig,v4_reviewed,,True,v4_resolved
LDO,4,0.0095,Bybit [0x88a149],False,exchange,high,Bybit centralized-exchange wallet; not project-controlled.,False,exchange,v4_reviewed,,False,v4_resolved
LDO,5,0.0084,KR1 [0x008756],True,investor,high,KR1 plc is a named publicly-listed crypto investment company and an early Lido backer; named investment fund = investor insider.,True,investor,v4_reviewed,,True,v4_resolved
LDO,6,0.0075,Lido [0x109b97],True,treasury,medium,"Plainly labeled 'Lido' = protocol-controlled address (project treasury/team operational wallet), not an exchange or retail holder.",True,treasury,v4_reviewed,,True,v4_resolved
LDO,7,0.0075,Token Millionaire [0x54b68c],False,retail,high,Nansen behavioral label for a large retail holder; no project tie.,False,retail,v4_reviewed,,False,v4_resolved
LDO,8,0.0064,Bitget: Deposit [0xffa8db],False,exchange,high,"Bitget centralized-exchange deposit wallet; user-deposit address, not project-controlled.",False,exchange,v4_reviewed,,False,v4_resolved
LDO,9,0.0064,,False,unlabeled,low,"Empty label / unmatched in current Nansen top set; treat as unlabeled retail, low-balance now, not insider.",False,unlabeled,v4_reviewed,,False,v4_resolved
LDO,10,0.0061,Lido [0xc012e9],True,treasury,medium,"Plainly labeled 'Lido' = protocol-controlled address (project treasury/team operational wallet), not an exchange or retail holder.",True,treasury,v4_reviewed,,True,v4_resolved
LPT,1,0.0179,Livepeer: LPT Staking Pool [0xf82c1f],False,protocol_contract,high,"Protocol staking pool aggregating delegator stake; staking pools are protocol_contract, not team treasury.",False,protocol_contract,v4_reviewed,,False,v4_resolved
LPT,2,0.0036,Livepeer: Proxy L2 Migrator [0x148d5b],False,protocol_contract,high,"Protocol bridge/migration contract (LPT L2 migrator); infrastructure, not team allocation.",False,protocol_contract,v4_reviewed,,False,v4_resolved
LPT,3,0.002,Uniswap: V3 LPT-WETH (0.3%) Liquidity Pool  [0x4fd47e],False,lp,high,"Uniswap V3 AMM liquidity pool; DEX LP is protocol_contract/lp, not insider.",False,lp,v4_reviewed,,False,v4_resolved
LPT,4,0.0015,DEX/CEX Trading Bot [0x96daa0],False,market_maker,medium,"Automated trading bot with no project tie; trader/MM behavior, not protocol team or treasury.",False,market_maker,v4_reviewed,,False,v4_resolved
LPT,5,0.0014,Token Millionaire [0x730363],False,retail,high,Generic large individual holder label; explicitly retail per classification rule.,False,retail,v4_reviewed,,False,v4_resolved
LPT,6,0.0011,[0x99c675],False,unlabeled,high,Bare bracketed hex address with no Nansen label; unlabeled retail.,False,unlabeled,v4_reviewed,,False,v4_resolved
LPT,7,0.001,SafeProxy [0x2d93af],True,multisig,low,Bare/unattributed Safe proxy (no protocol name/owner); team-controlled-multisig by default but low confidence.,True,multisig,v4_reviewed,,True,v4_resolved
LPT,8,0.001,Justin Sun [0x176f3d],False,retail,medium,"Named individual whale (TRON founder), not a Livepeer founder/team/investor; external holder, not a protocol insider.",False,retail,v4_reviewed,,False,v4_resolved
LPT,9,0.0007,Multisig [0x2be5a5],True,multisig,low,Bare unattributed multisig (no protocol name/owner); team-controlled-multisig by default but low confidence.,True,multisig,v4_reviewed,,True,v4_resolved
LPT,10,0.0006,michellekwu.eth* [0x077031],False,retail,high,Random .eth name with no project tie; retail individual holder.,False,retail,v4_reviewed,,False,v4_resolved
META,1,0.05,LIGHT Custody Vaults [7SwCJg3T],False,protocol_contract,medium,"Custody vaults owned by LIGHT (a separate Solana protocol), not the MetaDAO/META team; third-party protocol vault aggregation holding META, not team custody.",False,protocol_contract,gapfill_resolved,LIGHT Custody Vaults [7SwCJg3T],False,v4_resolved
META,2,0.0414,[7qRUKe5B],False,unlabeled,high,"Bare bracketed hex address with no Nansen label; unlabeled, treated as retail.",False,unlabeled,v4_reviewed,,False,v4_resolved
META,3,0.0269,MetaDAO [3fKDKt85],True,treasury,high,"Wallet labeled as the MetaDAO protocol itself; META is MetaDAO's own governance token, so this is the project's team/treasury wallet.",True,treasury,v4_reviewed,,True,v4_resolved
META,4,0.0256,michae1.sol [4j19AEcD],False,retail,medium,Named .sol vanity wallet with no established MetaDAO founder/team tie (MetaDAO founder is pseudonymous Proph3t); treated as individual retail holder.,False,retail,v4_reviewed,,False,v4_resolved
META,5,0.0235,MetaDAO (META) Custody Vaults [2Vqx84hJ],True,treasury,high,"Label explicitly ties custody vaults to MetaDAO (META), the issuing protocol; protocol-custodied team treasury holdings.",True,treasury,v4_reviewed,,True,v4_resolved
META,6,0.0136,Investment Recipient [DxDZQaDP],True,investor,high,'Investment Recipient' label denotes an allocation to a project investor/recipient per the insider rule; treated as investor allocation.,True,investor,v4_reviewed,,True,v4_resolved
META,7,0.013,Variant [CSBbKo8R],True,investor,high,"Variant is a named crypto VC fund (Variant Fund), an early MetaDAO/Solana investor; named investment fund classifies as investor insider.",True,investor,v4_reviewed,,True,v4_resolved
META,8,0.0126,strategichash.sol [qodhTms2],False,retail,medium,"Named .sol vanity wallet with no project/team tie; appears to be an individual trader/holder, treated as retail.",False,retail,v4_reviewed,,False,v4_resolved
META,9,0.0119,Custody Vaults [GyL9JZ4P],False,protocol_contract,low,"Bare 'Custody Vaults' with no protocol attribution; ambiguous between DeFi user-vault aggregation and team custody, defaulted to non-insider protocol contract with low confidence.",False,protocol_contract,v4_reviewed,,False,v4_resolved
META,10,0.0119,,False,unlabeled,high,"Empty label / unmatched survivor; unlabeled, low-balance now, treated as retail.",False,unlabeled,v4_reviewed,,False,v4_resolved
MKR,1,0.1131,,False,unlabeled,high,"Empty Nansen label, not matched in current top set; unlabeled bare address treated as retail per rule.",True,insider,gapfill_resolved,"GnosisSafe multisig (SafeProxy, impl GnosisSafe)",True,trace_team_confirmed
MKR,2,0.073,,False,unlabeled,high,"Empty Nansen label, unmatched; unlabeled treated as retail.",False,retail,gapfill_resolved,EOA unlabeled,False,v4_resolved
MKR,3,0.0435,,False,unlabeled,high,"Empty Nansen label, unmatched; unlabeled treated as retail.",True,insider,gapfill_resolved,"Safe multisig (SafeProxy, impl Safe)",False,trace_independent_not_insider
MKR,4,0.0412,,False,unlabeled,high,"Empty Nansen label, unmatched; unlabeled treated as retail.",False,retail,gapfill_resolved,EOA unlabeled,False,v4_resolved
MKR,5,0.0343,,False,unlabeled,high,"Empty Nansen label, unmatched; unlabeled treated as retail.",True,insider,gapfill_resolved,"GnosisSafe multisig (SafeProxy, impl GnosisSafe)",True,trace_team_confirmed
MKR,6,0.0242,,False,unlabeled,high,"Empty Nansen label, unmatched; unlabeled treated as retail.",False,retail,gapfill_resolved,EOA (Maker Vault Owner role tag),False,v4_resolved
MKR,7,0.024,,False,unlabeled,high,"Empty Nansen label, unmatched; unlabeled treated as retail.",False,protocol_contract,gapfill_resolved,MakerDAO Flapper (surplus auction module),False,v4_resolved
MKR,8,0.0208,,False,unlabeled,high,"Empty Nansen label, unmatched; unlabeled treated as retail.",False,retail,gapfill_resolved,EOA unlabeled,False,v4_resolved
MKR,9,0.0207,,False,unlabeled,high,"Empty Nansen label, unmatched; unlabeled treated as retail.",False,retail,gapfill_resolved,EOA unlabeled,False,v4_resolved
MKR,10,0.0167,,False,unlabeled,high,"Empty Nansen label, unmatched; unlabeled treated as retail.",False,retail,gapfill_resolved,EIP-7702 delegated EOA (MetaMask delegator),False,v4_resolved
MOR,1,0.0572,ERC1967Proxy [0xc0ed68],False,protocol_contract,low,"ERC1967 upgradeable proxy: for Morpheus the largest such proxy is the Distribution/reward contract holding MOR for emission, a protocol contract not a discretionary team wallet; no team attribution in label. Low confidence because a top-holding upgradeable proxy could be a team-controlled allocation contract.",False,protocol_contract,gapfill_resolved,Morpheus Builders staking pool (ERC1967Proxy impl BuildersV4),False,v4_resolved
MOR,2,0.0451,Uniswap: V3 MOR-WETH (0.3%) Liquidity Pool  [0xe5cf22],False,lp,high,Explicit Uniswap V3 MOR-WETH AMM liquidity pool; DEX LP contract holdings are not insider per rule.,False,lp,v4_reviewed,,False,v4_resolved
MOR,3,0.0364,,False,unlabeled,high,"Empty Nansen label / bare address with no project tie; unlabeled survivor treated as retail, not insider.",True,insider,gapfill_resolved,"Safe multisig (SafeProxy, impl SafeL2)",False,trace_independent_not_insider
MOR,4,0.0329,Multisig [0xb1972e],True,multisig,low,"Multisig wallet (team-controlled signer set) per rule maps to insider; bare/unattributed (no protocol name, no known owner) so confidence is low.",True,insider,gapfill_resolved,"GnosisSafe multisig (SafeProxy, impl GnosisSafeL2)",False,trace_independent_not_insider
MOR,5,0.028,SafeProxy [0xb19b3b],True,multisig,low,Gnosis SafeProxy is a multisig (team-controlled) per rule mapping; bare/unattributed Safe with no owner so confidence low. Differs from keyword baseline.,True,insider,gapfill_resolved,"Safe multisig (SafeProxy, impl SafeL2)",False,trace_independent_not_insider
MOR,6,0.012,,False,unlabeled,high,"Empty label / bare address with no project tie; unlabeled survivor treated as retail, not insider.",False,unlabeled,v4_reviewed,,False,v4_resolved
MOR,7,0.0112,,False,unlabeled,high,"Empty label / bare address with no project tie; unlabeled survivor treated as retail, not insider.",False,unlabeled,v4_reviewed,,False,v4_resolved
MOR,8,0.0111,High Balance [0x51d252],False,retail,high,"'High Balance' is a generic Nansen whale-heuristic label with no protocol/team/investor tie; treated as retail whale, not insider.",False,retail,v4_reviewed,,False,v4_resolved
MOR,9,0.0095,Big Brain Holdings [0x858da4],True,investor,medium,Big Brain Holdings is a named crypto investment fund/trading firm; named VC/investment fund maps to investor (insider) per rule. Differs from keyword baseline.,True,investor,v4_reviewed,,True,v4_resolved
MOR,10,0.0078,Big Brain Holdings [0xc794ba],True,investor,medium,Second wallet of the named investment fund Big Brain Holdings; named investment fund maps to investor (insider) per rule. Differs from keyword baseline.,True,investor,v4_reviewed,,True,v4_resolved
MPL_SYRUP,1,0.0695,SYRUP Custody Vaults [0xca31c9],True,treasury,medium,"Protocol custodies its own SYRUP token (Maple's gov token); '<Protocol> Custody Vaults' = team custody/treasury per rule, though 'Custody Vaults' is the explicitly-ambiguous class.",False,protocol_contract,gapfill_resolved,SYRUP Custody Vaults aggregate (Nansen label; Blockscout=EOA),False,v4_resolved
MPL_SYRUP,2,0.0513,FalconX: Deposit [0x517ce9],False,exchange,medium,"FalconX is an institutional prime brokerage / OTC trading desk; a 'Deposit' address is a custodial exchange-type wallet, not protocol-controlled.",False,exchange,gapfill_resolved,FalconX deposit/custody EOA (exchange),False,v4_resolved
MPL_SYRUP,3,0.0437,Maple Finance: SYRUP Token Vault [0x58be00],True,treasury,high,Explicitly Maple Finance (the protocol) holding a SYRUP token vault = team/treasury-controlled.,False,protocol_contract,gapfill_resolved,Maple Finance SYRUP Token Vault (Safe multisig),False,v4_resolved
MPL_SYRUP,4,0.0432,SYRUP Foundation [0xfd4587],True,treasury,high,Project foundation wallet (SYRUP Foundation) = team/foundation treasury.,True,treasury,v4_reviewed,,True,v4_resolved
MPL_SYRUP,5,0.0283,SYRUP Investment Recipient [0x929153],True,investor,high,'Investment Recipient' = investor allocation per rule.,True,investor,v4_reviewed,,True,v4_resolved
MPL_SYRUP,6,0.0219,Coinbase Prime: Custody Wallet [0x13a682],False,exchange,high,"Coinbase Prime custody wallet = CEX custody, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
MPL_SYRUP,7,0.0215,Framework Ventures [0x310f08],True,investor,high,Framework (Framework Ventures) is a named VC fund and early Maple investor.,True,investor,v4_reviewed,,True,v4_resolved
MPL_SYRUP,8,0.0194,Coinbase Prime: Custody Wallet [0x2711a1],False,exchange,high,"Coinbase Prime custody wallet = CEX custody, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
MPL_SYRUP,9,0.0181,Castle Island Ventures [0x7700a1],True,investor,high,Castle Island Ventures is a named crypto VC fund (early Maple/Circle backer).,True,investor,v4_reviewed,,True,v4_resolved
MPL_SYRUP,10,0.0167,Upbit: Main Wallet [0x89860f],False,exchange,high,"Upbit is a centralized exchange; main wallet = CEX hot/custody, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
OP,1,0.0256,,False,unlabeled,low,"Empty label / bare address; unlabeled survivor with no project tie. Low-balance survivor not in named top set -> retail, not insider.",False,retail,gapfill_resolved,EOA unlabeled,False,v4_resolved
OP,2,0.0141,OKX: Deposit [0x611f7b],False,exchange,high,"OKX centralized-exchange deposit address; CEX custody, not protocol insider.",False,exchange,v4_reviewed,,False,v4_resolved
OP,3,0.0104,Coinbase: Deposit [0xae56aa],False,exchange,high,"Coinbase CEX deposit address; exchange custody, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
OP,4,0.0094,ETH Millionaire [0x7336ab],False,retail,high,"Generic high-balance whale tag with no protocol affiliation; retail, not insider.",False,retail,v4_reviewed,,False,v4_resolved
OP,5,0.0075,Coinbase: Deposit [0xe94ffc],False,exchange,high,"Coinbase CEX deposit address; exchange custody, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
OP,6,0.0066,Token Millionaire [0xb7206f],False,retail,high,"Generic high-balance whale tag with no protocol tie; retail, not insider.",False,retail,v4_reviewed,,False,v4_resolved
OP,7,0.0052,Bithumb: Wallet [0xb18fe4],False,exchange,high,"Bithumb is a Korean centralized exchange; exchange wallet, not insider. Reclassified from keyword baseline 'other_labeled' to exchange.",False,exchange,v4_reviewed,,False,v4_resolved
OP,8,0.0049,Coinbase Prime: Deposit [0x857824],False,exchange,high,"Coinbase Prime is Coinbase's institutional custody arm; CEX deposit, not protocol insider.",False,exchange,v4_reviewed,,False,v4_resolved
OP,9,0.0049,Coinbase: Deposit [0x0a5952],False,exchange,high,"Coinbase CEX deposit address; exchange custody, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
OP,10,0.0049,Coinbase: Deposit [0xb76a33],False,exchange,high,"Coinbase CEX deposit address; exchange custody, not insider.",False,exchange,v4_reviewed,,False,v4_resolved
POL,1,0.0404,Polygon: MATIC-POL Migration [0x29e7df],True,treasury,high,"Official Polygon protocol-controlled MATIC-to-POL migration contract; team/foundation-operated token swap vault, not user funds.",True,treasury,v4_reviewed,,True,v4_resolved
POL,2,0.0217,Token Millionaire [0x57f1ad],False,retail,high,Generic Nansen wealth-tier label with no project tie; retail holder.,False,retail,v4_reviewed,,False,v4_resolved
POL,3,0.0163,Upbit: MATIC Main Wallet [0x4c569c],False,exchange,high,Upbit centralized-exchange main/hot wallet; not insider.,False,exchange,v4_reviewed,,False,v4_resolved
POL,4,0.0137,Token Millionaire [0x8be2b9],False,retail,high,"Generic Nansen wealth-tier label; retail holder, no project tie.",False,retail,v4_reviewed,,False,v4_resolved
POL,5,0.0132,Token Millionaire [0x0ba98b],False,retail,high,"Generic Nansen wealth-tier label; retail holder, no project tie.",False,retail,v4_reviewed,,False,v4_resolved
POL,6,0.0132,Token Millionaire [0x84faec],False,retail,high,"Generic Nansen wealth-tier label; retail holder, no project tie.",False,retail,v4_reviewed,,False,v4_resolved
POL,7,0.0132,Token Millionaire [0x796ce5],False,retail,high,"Generic Nansen wealth-tier label; retail holder, no project tie.",False,retail,v4_reviewed,,False,v4_resolved
POL,8,0.0132,Token Millionaire [0x58a3ca],False,retail,high,"Generic Nansen wealth-tier label; retail holder, no project tie.",False,retail,v4_reviewed,,False,v4_resolved
POL,9,0.0123,B2C2 [0xa5946a],False,market_maker,medium,B2C2 is an OTC market maker / trading desk; not insider absent evidence of project-seeding.,False,market_maker,v4_reviewed,,False,v4_resolved
