frame_token,rank,share,nansen_label,insider_reviewed,entity_type,confidence,reason
JUP,5,0.0265,[6QqVvibp],False,unlabeled,low,Bare bracketed hex address with no Nansen attribution; treat as unlabeled/retail.
JUP,6,0.0218,,False,unlabeled,low,"Empty label, no Nansen attribution; unlabeled survivor, default retail."
JUP,7,0.0193,,False,unlabeled,low,"Empty label, no Nansen attribution; unlabeled survivor, default retail."
JUP,8,0.0173,,False,unlabeled,low,"Empty label, no Nansen attribution; unlabeled survivor, default retail."
JUP,9,0.0147,,False,unlabeled,low,"Empty label, no Nansen attribution; unlabeled survivor, default retail."
JUP,10,0.0143,,False,unlabeled,low,"Empty label, no Nansen attribution; unlabeled survivor, default retail."
LDO,1,0.0154,OKX: Deposit [0x611f7b],False,exchange,high,"OKX centralized-exchange deposit wallet; user-deposit address, not project-controlled."
LDO,2,0.0142,Wintermute [0x39df74],False,market_maker,high,"Wintermute is a major market maker / trading desk; no evidence of LDO project-seeding, so not insider."
LDO,3,0.0105,Lido DAO: Multisig [0xed3d9b],True,multisig,high,Lido DAO's own governance multisig; team/DAO-controlled treasury control surface.
LDO,4,0.0095,Bybit [0x88a149],False,exchange,high,Bybit centralized-exchange wallet; not project-controlled.
LDO,5,0.0084,KR1 [0x008756],True,investor,high,KR1 plc is a named publicly-listed crypto investment company and an early Lido backer; named investment fund = investor insider.
LDO,6,0.0075,Lido [0x109b97],True,treasury,medium,"Plainly labeled 'Lido' = protocol-controlled address (project treasury/team operational wallet), not an exchange or retail holder."
LDO,7,0.0075,Token Millionaire [0x54b68c],False,retail,high,Nansen behavioral label for a large retail holder; no project tie.
LDO,8,0.0064,Bitget: Deposit [0xffa8db],False,exchange,high,"Bitget centralized-exchange deposit wallet; user-deposit address, not project-controlled."
LDO,9,0.0064,,False,unlabeled,low,"Empty label / unmatched in current Nansen top set; treat as unlabeled retail, low-balance now, not insider."
LDO,10,0.0061,Lido [0xc012e9],True,treasury,medium,"Plainly labeled 'Lido' = protocol-controlled address (project treasury/team operational wallet), not an exchange or retail holder."
LPT,1,0.0179,Livepeer: LPT Staking Pool [0xf82c1f],False,protocol_contract,high,"Protocol staking pool aggregating delegator stake; staking pools are protocol_contract, not team treasury."
LPT,2,0.0036,Livepeer: Proxy L2 Migrator [0x148d5b],False,protocol_contract,high,"Protocol bridge/migration contract (LPT L2 migrator); infrastructure, not team allocation."
LPT,3,0.002,Uniswap: V3 LPT-WETH (0.3%) Liquidity Pool  [0x4fd47e],False,lp,high,"Uniswap V3 AMM liquidity pool; DEX LP is protocol_contract/lp, not insider."
LPT,4,0.0015,DEX/CEX Trading Bot [0x96daa0],False,market_maker,medium,"Automated trading bot with no project tie; trader/MM behavior, not protocol team or treasury."
LPT,5,0.0014,Token Millionaire [0x730363],False,retail,high,Generic large individual holder label; explicitly retail per classification rule.
LPT,6,0.0011,[0x99c675],False,unlabeled,high,Bare bracketed hex address with no Nansen label; unlabeled retail.
LPT,7,0.001,SafeProxy [0x2d93af],True,multisig,low,Bare/unattributed Safe proxy (no protocol name/owner); team-controlled-multisig by default but low confidence.
LPT,8,0.001,Justin Sun [0x176f3d],False,retail,medium,"Named individual whale (TRON founder), not a Livepeer founder/team/investor; external holder, not a protocol insider."
LPT,9,0.0007,Multisig [0x2be5a5],True,multisig,low,Bare unattributed multisig (no protocol name/owner); team-controlled-multisig by default but low confidence.
LPT,10,0.0006,michellekwu.eth* [0x077031],False,retail,high,Random .eth name with no project tie; retail individual holder.
META,1,0.05,LIGHT Custody Vaults [7SwCJg3T],False,protocol_contract,medium,"Custody vaults owned by LIGHT (a separate Solana protocol), not the MetaDAO/META team; third-party protocol vault aggregation holding META, not team custody."
META,2,0.0414,[7qRUKe5B],False,unlabeled,high,"Bare bracketed hex address with no Nansen label; unlabeled, treated as retail."
META,3,0.0269,MetaDAO [3fKDKt85],True,treasury,high,"Wallet labeled as the MetaDAO protocol itself; META is MetaDAO's own governance token, so this is the project's team/treasury wallet."
META,4,0.0256,michae1.sol [4j19AEcD],False,retail,medium,Named .sol vanity wallet with no established MetaDAO founder/team tie (MetaDAO founder is pseudonymous Proph3t); treated as individual retail holder.
META,5,0.0235,MetaDAO (META) Custody Vaults [2Vqx84hJ],True,treasury,high,"Label explicitly ties custody vaults to MetaDAO (META), the issuing protocol; protocol-custodied team treasury holdings."
META,6,0.0136,Investment Recipient [DxDZQaDP],True,investor,high,'Investment Recipient' label denotes an allocation to a project investor/recipient per the insider rule; treated as investor allocation.
META,7,0.013,Variant [CSBbKo8R],True,investor,high,"Variant is a named crypto VC fund (Variant Fund), an early MetaDAO/Solana investor; named investment fund classifies as investor insider."
META,8,0.0126,strategichash.sol [qodhTms2],False,retail,medium,"Named .sol vanity wallet with no project/team tie; appears to be an individual trader/holder, treated as retail."
META,9,0.0119,Custody Vaults [GyL9JZ4P],False,protocol_contract,low,"Bare 'Custody Vaults' with no protocol attribution; ambiguous between DeFi user-vault aggregation and team custody, defaulted to non-insider protocol contract with low confidence."
META,10,0.0119,,False,unlabeled,high,"Empty label / unmatched survivor; unlabeled, low-balance now, treated as retail."
MKR,1,0.1131,,False,unlabeled,high,"Empty Nansen label, not matched in current top set; unlabeled bare address treated as retail per rule."
MKR,2,0.073,,False,unlabeled,high,"Empty Nansen label, unmatched; unlabeled treated as retail."
MKR,3,0.0435,,False,unlabeled,high,"Empty Nansen label, unmatched; unlabeled treated as retail."
MKR,4,0.0412,,False,unlabeled,high,"Empty Nansen label, unmatched; unlabeled treated as retail."
MKR,5,0.0343,,False,unlabeled,high,"Empty Nansen label, unmatched; unlabeled treated as retail."
MKR,6,0.0242,,False,unlabeled,high,"Empty Nansen label, unmatched; unlabeled treated as retail."
MKR,7,0.024,,False,unlabeled,high,"Empty Nansen label, unmatched; unlabeled treated as retail."
MKR,8,0.0208,,False,unlabeled,high,"Empty Nansen label, unmatched; unlabeled treated as retail."
MKR,9,0.0207,,False,unlabeled,high,"Empty Nansen label, unmatched; unlabeled treated as retail."
MKR,10,0.0167,,False,unlabeled,high,"Empty Nansen label, unmatched; unlabeled treated as retail."
MOR,1,0.0572,ERC1967Proxy [0xc0ed68],False,protocol_contract,low,"ERC1967 upgradeable proxy: for Morpheus the largest such proxy is the Distribution/reward contract holding MOR for emission, a protocol contract not a discretionary team wallet; no team attribution in label. Low confidence because a top-holding upgradeable proxy could be a team-controlled allocation contract."
MOR,2,0.0451,Uniswap: V3 MOR-WETH (0.3%) Liquidity Pool  [0xe5cf22],False,lp,high,Explicit Uniswap V3 MOR-WETH AMM liquidity pool; DEX LP contract holdings are not insider per rule.
MOR,3,0.0364,,False,unlabeled,high,"Empty Nansen label / bare address with no project tie; unlabeled survivor treated as retail, not insider."
MOR,4,0.0329,Multisig [0xb1972e],True,multisig,low,"Multisig wallet (team-controlled signer set) per rule maps to insider; bare/unattributed (no protocol name, no known owner) so confidence is low."
MOR,5,0.028,SafeProxy [0xb19b3b],True,multisig,low,Gnosis SafeProxy is a multisig (team-controlled) per rule mapping; bare/unattributed Safe with no owner so confidence low. Differs from keyword baseline.
MOR,6,0.012,,False,unlabeled,high,"Empty label / bare address with no project tie; unlabeled survivor treated as retail, not insider."
MOR,7,0.0112,,False,unlabeled,high,"Empty label / bare address with no project tie; unlabeled survivor treated as retail, not insider."
MOR,8,0.0111,High Balance [0x51d252],False,retail,high,"'High Balance' is a generic Nansen whale-heuristic label with no protocol/team/investor tie; treated as retail whale, not insider."
MOR,9,0.0095,Big Brain Holdings [0x858da4],True,investor,medium,Big Brain Holdings is a named crypto investment fund/trading firm; named VC/investment fund maps to investor (insider) per rule. Differs from keyword baseline.
MOR,10,0.0078,Big Brain Holdings [0xc794ba],True,investor,medium,Second wallet of the named investment fund Big Brain Holdings; named investment fund maps to investor (insider) per rule. Differs from keyword baseline.
MPL_SYRUP,1,0.0695,SYRUP Custody Vaults [0xca31c9],True,treasury,medium,"Protocol custodies its own SYRUP token (Maple's gov token); '<Protocol> Custody Vaults' = team custody/treasury per rule, though 'Custody Vaults' is the explicitly-ambiguous class."
MPL_SYRUP,2,0.0513,FalconX: Deposit [0x517ce9],False,exchange,medium,"FalconX is an institutional prime brokerage / OTC trading desk; a 'Deposit' address is a custodial exchange-type wallet, not protocol-controlled."
MPL_SYRUP,3,0.0437,Maple Finance: SYRUP Token Vault [0x58be00],True,treasury,high,Explicitly Maple Finance (the protocol) holding a SYRUP token vault = team/treasury-controlled.
MPL_SYRUP,4,0.0432,SYRUP Foundation [0xfd4587],True,treasury,high,Project foundation wallet (SYRUP Foundation) = team/foundation treasury.
MPL_SYRUP,5,0.0283,SYRUP Investment Recipient [0x929153],True,investor,high,'Investment Recipient' = investor allocation per rule.
MPL_SYRUP,6,0.0219,Coinbase Prime: Custody Wallet [0x13a682],False,exchange,high,"Coinbase Prime custody wallet = CEX custody, not insider."
MPL_SYRUP,7,0.0215,Framework Ventures [0x310f08],True,investor,high,Framework (Framework Ventures) is a named VC fund and early Maple investor.
MPL_SYRUP,8,0.0194,Coinbase Prime: Custody Wallet [0x2711a1],False,exchange,high,"Coinbase Prime custody wallet = CEX custody, not insider."
MPL_SYRUP,9,0.0181,Castle Island Ventures [0x7700a1],True,investor,high,Castle Island Ventures is a named crypto VC fund (early Maple/Circle backer).
MPL_SYRUP,10,0.0167,Upbit: Main Wallet [0x89860f],False,exchange,high,"Upbit is a centralized exchange; main wallet = CEX hot/custody, not insider."
OP,1,0.0256,,False,unlabeled,low,"Empty label / bare address; unlabeled survivor with no project tie. Low-balance survivor not in named top set -> retail, not insider."
OP,2,0.0141,OKX: Deposit [0x611f7b],False,exchange,high,"OKX centralized-exchange deposit address; CEX custody, not protocol insider."
OP,3,0.0104,Coinbase: Deposit [0xae56aa],False,exchange,high,"Coinbase CEX deposit address; exchange custody, not insider."
OP,4,0.0094,ETH Millionaire [0x7336ab],False,retail,high,"Generic high-balance whale tag with no protocol affiliation; retail, not insider."
OP,5,0.0075,Coinbase: Deposit [0xe94ffc],False,exchange,high,"Coinbase CEX deposit address; exchange custody, not insider."
OP,6,0.0066,Token Millionaire [0xb7206f],False,retail,high,"Generic high-balance whale tag with no protocol tie; retail, not insider."
OP,7,0.0052,Bithumb: Wallet [0xb18fe4],False,exchange,high,"Bithumb is a Korean centralized exchange; exchange wallet, not insider. Reclassified from keyword baseline 'other_labeled' to exchange."
OP,8,0.0049,Coinbase Prime: Deposit [0x857824],False,exchange,high,"Coinbase Prime is Coinbase's institutional custody arm; CEX deposit, not protocol insider."
OP,9,0.0049,Coinbase: Deposit [0x0a5952],False,exchange,high,"Coinbase CEX deposit address; exchange custody, not insider."
OP,10,0.0049,Coinbase: Deposit [0xb76a33],False,exchange,high,"Coinbase CEX deposit address; exchange custody, not insider."
POL,1,0.0404,Polygon: MATIC-POL Migration [0x29e7df],True,treasury,high,"Official Polygon protocol-controlled MATIC-to-POL migration contract; team/foundation-operated token swap vault, not user funds."
POL,2,0.0217,Token Millionaire [0x57f1ad],False,retail,high,Generic Nansen wealth-tier label with no project tie; retail holder.
POL,3,0.0163,Upbit: MATIC Main Wallet [0x4c569c],False,exchange,high,Upbit centralized-exchange main/hot wallet; not insider.
POL,4,0.0137,Token Millionaire [0x8be2b9],False,retail,high,"Generic Nansen wealth-tier label; retail holder, no project tie."
POL,5,0.0132,Token Millionaire [0x0ba98b],False,retail,high,"Generic Nansen wealth-tier label; retail holder, no project tie."
POL,6,0.0132,Token Millionaire [0x84faec],False,retail,high,"Generic Nansen wealth-tier label; retail holder, no project tie."
POL,7,0.0132,Token Millionaire [0x796ce5],False,retail,high,"Generic Nansen wealth-tier label; retail holder, no project tie."
POL,8,0.0132,Token Millionaire [0x58a3ca],False,retail,high,"Generic Nansen wealth-tier label; retail holder, no project tie."
POL,9,0.0123,B2C2 [0xa5946a],False,market_maker,medium,B2C2 is an OTC market maker / trading desk; not insider absent evidence of project-seeding.
POL,10,0.0086,,False,unlabeled,high,Empty label / unmatched in current top set; treat as unlabeled retail.
RENDER,1,0.0885,RENDER Distributor [51PZFsSV],False,protocol_contract,high,"Protocol token-distribution contract (pass-through allocation/reward mechanism), not a team treasury holding insider stake."
RENDER,2,0.046,,False,unlabeled,high,"Empty label / bare address; treat as unlabeled retail, not insider."
RENDER,3,0.0433,Crypto.com: Wallet [6FEVkH17],False,exchange,high,Centralized exchange (Crypto.com) custody wallet; exchange holdings are not project-insider.
RENDER,4,0.036,RENDER Custody Vaults [5cQj8RLU],True,treasury,low,"Protocol-branded 'Custody Vaults' suggests team/foundation custodied treasury per the '<Protocol> Custody Vaults' insider rule, but could be user-side DeFi vaults; ambiguous."
RENDER,5,0.0341,Bitget: Deposit [7TWnq4We],False,exchange,high,"Centralized exchange (Bitget) deposit wallet; exchange aggregation, not insider."
RENDER,6,0.034,Kraken: Hot Wallet [6LY1JzAF],False,exchange,high,"Centralized exchange (Kraken) hot wallet; exchange custody, not insider."
RENDER,7,0.0296,,False,unlabeled,high,"Empty label / bare address; treat as unlabeled retail, not insider."
RENDER,8,0.0295,Render Network: Bridge [AYm4Knn6],False,protocol_contract,high,"Cross-chain bridge contract (protocol infrastructure for token migration), not an insider allocation."
RENDER,9,0.025,Trading Bot [J8k11p1E],False,retail,medium,"Automated trading-bot wallet with no project attribution; behavioral label, not a project insider."
RENDER,10,0.0206,Binance: Wallet [5tzFkiKs],False,exchange,high,"Centralized exchange (Binance) custody wallet; exchange holdings, not insider."
RPL,1,0.0584,Patricio Worthalter [0x57757e],False,retail,medium,"Named individual but is the POAP founder, not Rocket Pool team/founder/investor; no RPL protocol tie, so high-net-worth retail holder."
RPL,2,0.0435,Rocket Pool: RPL Token [0xd33526],False,protocol_contract,high,"The RPL token's own contract address (self-holdings/inflation buffer), a protocol contract, not a team treasury holding for control."
RPL,3,0.0398,Coinbase Prime: Custody Wallet [0x6cebc3],False,exchange,high,"Coinbase Prime custody wallet is a centralized-exchange custody address, not insider."
RPL,4,0.0247,Bithumb: Wallet [0x07a989],False,exchange,high,"Bithumb is a Korean centralized exchange; exchange wallet, not insider."
RPL,5,0.0247,RPL Investment Recipient [0xfce77e],True,investor,high,'Investment Recipient' label denotes an entity that received an RPL investment allocation; investor/insider.
RPL,6,0.0212,Rocket Pool: Oracle DAO Rewards 1 [0xd2a484],False,protocol_contract,medium,"Protocol rewards-distribution contract paying oDAO node operators; a distributor/reward contract, not a team/treasury holding for the project's own benefit."
RPL,7,0.0167,High Balance [0x296c4a],False,retail,high,'High Balance' is a generic Nansen balance-tier label with no project tie; retail whale.
RPL,8,0.0149,Aave: aEthRPL Token [0xb76cf9],False,protocol_contract,high,"Aave aToken (aEthRPL) representing RPL supplied to the Aave lending pool; a lending-vault aggregation contract, not insider."
RPL,9,0.0122,High Balance [0x32d47d],False,retail,high,"Generic 'High Balance' label, no project tie; retail whale."
RPL,10,0.0111,High Balance [0x91b455],False,retail,high,"Generic 'High Balance' label, no project tie; retail whale."
UNI,1,0.0253,Uniswap [0x61cb39],False,protocol_contract,high,"Bare 'Uniswap' protocol/system contract (no Team/Distributor/treasury qualifier); Uniswap is non-custodial, not a team-held allocation."
UNI,2,0.0168,OKX: Deposit [0x611f7b],False,exchange,high,"OKX centralized-exchange deposit address; custodied user funds, not insider."
UNI,3,0.0164,Uniswap [0x5069a6],False,protocol_contract,high,"Bare 'Uniswap' protocol/system contract, same class as rank 1; not a team treasury."
UNI,4,0.0139,Coinbase Prime: Custody Wallet [0x36ca0a],False,exchange,high,"Coinbase Prime custody wallet; CEX-custodied client funds, not insider."
UNI,5,0.0138,Uniswap: UNI Token Distributor [0x090d46],False,protocol_contract,high,"Airdrop/distributor contract dispensing claims to users; distributors are protocol_contract, not team treasury."
UNI,6,0.0113,Coinbase Prime: Custody Wallet [0x6d2783],False,exchange,high,"Coinbase Prime custody wallet; CEX custody, not insider."
UNI,7,0.0102,Coinbase Prime: Custody Wallet [0x19d373],False,exchange,high,"Coinbase Prime custody wallet; CEX custody, not insider."
UNI,8,0.0099,Uniswap Team: Team/Investor/Advisor [0x030d68],True,team,high,Explicit Uniswap Team team/investor/advisor allocation; project-controlled insider holding.
UNI,9,0.0099,Uniswap Team: Team/Investor/Advisor [0x177df2],True,team,high,Explicit Uniswap Team team/investor/advisor allocation; project-controlled insider holding.
UNI,10,0.0088,a16z crypto: UNI Tokens [0x7d325a],True,investor,high,a16z crypto is a named VC investor in Uniswap; UNI Tokens allocation is an insider/investor holding.
W,1,0.0651,[8nDFPaPR],False,unlabeled,low,"Bracketed bare address with no Nansen entity attribution; largest survivor but no project/team/treasury tie, defaults to retail."
W,2,0.0185,,False,unlabeled,high,"Empty label / bare address; no project tie, treated as unlabeled retail."
W,3,0.0185,Bybit: Hot Wallet [5LZkATrL],False,exchange,high,"Centralized exchange hot wallet (Bybit); custodial CEX, not an insider."
W,4,0.0127,Token Millionaire [Apw5cfHw],False,retail,high,"Nansen 'Token Millionaire' behavioral label is retail by rule, no project tie."
W,5,0.011,,False,unlabeled,high,"Empty label; unlabeled bare address, defaults to retail."
W,6,0.0109,Bithumb: Hot Wallet [8Mm46Csq],False,exchange,high,"Centralized exchange hot wallet (Bithumb, Korean CEX); custodial, not an insider."
W,7,0.0098,,False,unlabeled,high,"Empty label; unlabeled bare address, defaults to retail."
W,8,0.0097,,False,unlabeled,high,"Empty label; unlabeled bare address, defaults to retail."
W,9,0.0096,[ofFJnH6U],False,unlabeled,low,"Bracketed bare address with no Nansen entity attribution; no project/team tie, defaults to retail."
W,10,0.0094,,False,unlabeled,high,"Empty label; unlabeled bare address, defaults to retail."
WXM,1,0.0881,WeatherXM Network: WXM Distributor [0x2cdba0],False,protocol_contract,medium,"Project-controlled token-distribution rail (reward/airdrop distributor), same class as the rule's HNT Distributor example which is protocol_contract NOT insider; not a static team treasury hold."
WXM,2,0.0248,Gate: Wallet [0x0d0707],False,exchange,high,"Gate.io centralized-exchange wallet; explicitly enumerated as exchange, not insider."
WXM,3,0.0141,SafeProxy [0xf20168],True,multisig,low,"Bare unattributed Safe proxy with no protocol name or known owner; treated as team-controlled multisig per rule, low confidence due to no attribution."
WXM,4,0.0133,SwissBorg: Wallet [0x28cc93],False,exchange,high,"SwissBorg centralized custody/exchange platform; explicitly enumerated as exchange, not insider."
WXM,5,0.0132,SafeProxy [0xe4b785],True,multisig,low,"Bare unattributed Safe proxy, no owner; team-controlled multisig by rule, low confidence (no attribution)."
WXM,6,0.012,[0xb99401],False,unlabeled,medium,"Bare hex address with no Nansen label; unlabeled, treated as retail/non-insider per rule."
WXM,7,0.0105,[0x000000],False,unlabeled,medium,"Bare hex address with no Nansen label; unlabeled, non-insider (no project tie established)."
WXM,8,0.0105,Wormhole: Token Bridge [0x0b2402],False,protocol_contract,high,"Cross-chain bridge custody contract; bridges explicitly classed protocol_contract, not insider."
WXM,9,0.0053,SafeProxy [0xff1ad9],True,multisig,low,"Bare unattributed Safe proxy, no owner; team-controlled multisig by rule, low confidence (no attribution)."
WXM,10,0.0045,GnosisSafeProxy [0xe09471],True,multisig,low,"Bare unattributed Gnosis Safe proxy, no owner; team-controlled multisig by rule, low confidence (no attribution)."
ZRO,1,0.0325,LayerZero: LayerZero (ZRO) Multisig [0xc2f315],True,multisig,high,Explicit LayerZero protocol multisig; team/foundation-controlled treasury custody.
ZRO,2,0.0317,LayerZero [0x1f9034],True,protocol_team_address,medium,Bare LayerZero entity tag; protocol-team-controlled address but ambiguous operational vs allocation role.
ZRO,3,0.0287,LayerZero: Strategic Partnerships [0x637ca6],True,investor_partner_allocation,high,Strategic Partnerships allocation pool; team/investor-directed token allocation.
ZRO,4,0.0268,Token Millionaire [0xda8b6e],False,retail,high,Generic Nansen retail/whale heuristic label; not a protocol-affiliated entity.
ZRO,5,0.0238,LayerZero: ZRO Multisig [0x806f68],True,multisig,high,Explicit LayerZero ZRO multisig; team/foundation-controlled treasury custody.
ZRO,6,0.0238,Smart Account [0x6e0e32],False,retail,high,"Generic smart-contract-wallet label; no protocol affiliation, treated as retail."
ZRO,7,0.0217,LayerZero Foundation [0x53326c],True,foundation,high,"LayerZero Foundation; foundation treasury, canonical insider entity."
ZRO,8,0.0209,LayerZero [0x72afaa],True,protocol_team_address,medium,Bare LayerZero entity tag; protocol-team-controlled address but ambiguous operational vs allocation role.
ZRO,9,0.0176,Token Millionaire [0x7be112],False,retail,high,Generic Nansen retail/whale heuristic label; not a protocol-affiliated entity.
ZRO,10,0.0161,LayerZero [0x3425bd],True,protocol_team_address,medium,Bare LayerZero entity tag; protocol-team-controlled address but ambiguous operational vs allocation role.
